Only interviewers can submit feedback,Только интервьюеры могут отправлять отзывы
Only {0} Goals can be {1},Только {0} целей могут быть {1},
Open & Approved,Открыто и утверждено,
Open Feedback,Открытый отзыв,
Open Now,Открыть сейчас,
Opening Balances,Начальные остатки,
Opening closed.,Открытие закрыто.,
Optional Leaves are holidays that Employees can choose to avail from a list of holidays published by the company.,"Дополнительные отпуска - это праздники, которые сотрудники могут выбрать из списка праздников, опубликованного компанией."
Organizational Chart,Организационная структура,
Out of 5,Из 5,
Over Allocation,Превышение распределения,
Overall Average Rating,Общий средний рейтинг,
Overlapping Attendance Request,Пересекающаяся заявка на присутствие,
Overlapping Shift Attendance,Пересекающаяся посещаемость смен,
Overlapping Shift Requests,Пересекающиеся заявки на смены,
Overlapping Shifts,Пересекающиеся смены,
PWA Notification,PWA уведомление,
Paid via Salary Slip,Оплачено через расчетный листок,
Parent Goal,Родительская цель,
Partly Claimed and Returned,Частично заявлено и возвращено,
Pay via Salary Slip,Оплатить через расчетный листок,
Payable Account is mandatory to submit an Expense Claim,Счет к оплате обязателен для отправки авансового отчета,
Payment Date,Дата оплаты,
Payment Days Calculation Help,Справка по расчету дней оплаты,
Payment Days Dependency,Зависимость дней оплаты,
Payment Days calculations are based on these Payroll Settings,Расчеты дней оплаты основаны на этих настройках расчета зарплаты,
Payment and Accounting,Оплата и бухгалтерский учет,
Payroll Based On,Расчет зарплаты на основе,
Payroll Cost Centers,Центры затрат по зарплате,
Payroll Entry cancellation is queued. It may take a few minutes,Отмена записи расчета зарплаты поставлена в очередь. Это может занять несколько минут,
Payroll Info,Информация о зарплате,
Payroll Payable Account,Счет расчетов по зарплате,
Payroll date can not be greater than employee's relieving date.,Дата расчета зарплаты не может быть позже даты увольнения сотрудника.,
Payroll date can not be less than employee's joining date.,Дата расчета зарплаты не может быть раньше даты приема сотрудника на работу.,
Pending (unpaid) amount from previous advances,Ожидающая (неоплаченная) сумма по предыдущим авансам,
Pending Asset Returns,Ожидающие возвраты активов,
Pending FnF,Ожидающий полный расчет,
Pending Interviews,Ожидающие собеседования,
Pending Questionnaires,Ожидающие анкеты,
Percentage (%),Процент (%),
Please Enable Auto Attendance and complete the setup first.,"Пожалуйста, включите автоматическую посещаемость и сначала завершите настройку."
Please Select Company First,"Пожалуйста, сначала выберите компанию"
Please add the remaining benefits {0} to the application as pro-rata component,"Пожалуйста, добавьте оставшиеся льготы {0} в заявку как пропорциональный компонент"
Please assign a Salary Structure for Employee {0} applicable from or before {1} first,"Пожалуйста, сначала назначьте структуру оплаты труда для сотрудника {0}, применимую с или до {1}"
Please create a new {0} for the date {1} first.,"Пожалуйста, сначала создайте новый {0} на дату {1}."
Please delete the Employee {0} to cancel this document,"Пожалуйста, удалите сотрудника {0} для отмены этого документа"
Please see attachment,"Пожалуйста, смотрите вложение"
Please select Employee first.,"Пожалуйста, сначала выберите сотрудника."
Please select From Date and Payroll Frequency first,"Пожалуйста, сначала выберите дату начала и периодичность расчета зарплаты"
Please select From Date.,"Пожалуйста, выберите дату начала."
Please select Shift Type and assignment date(s).,"Пожалуйста, выберите тип смены и дату(ы) назначения."
Please select a company first,"Пожалуйста, сначала выберите компанию"
Please select a date.,"Пожалуйста, выберите дату."
Please select an Applicant,"Пожалуйста, выберите соискателя"
Please select at least one Shift Request to perform this action.,"Пожалуйста, выберите хотя бы одну заявку на смену для выполнения этого действия."
Please select at least one employee to perform this action.,"Пожалуйста, выберите хотя бы одного сотрудника для выполнения этого действия."
Please select at least one row to perform this action.,"Пожалуйста, выберите хотя бы одну строку для выполнения этого действия."
Please select employee first,"Пожалуйста, сначала выберите сотрудника"
Please select employees to create appraisals for,"Пожалуйста, выберите сотрудников для создания оценок эффективности"
Please select month and year.,"Пожалуйста, выберите месяц и год."
Please select the Appraisal Cycle first.,"Пожалуйста, сначала выберите цикл оценки эффективности."
Please select the attendance status.,"Пожалуйста, выберите статус посещаемости."
Please select the employees you want to mark attendance for.,"Пожалуйста, выберите сотрудников, для которых вы хотите отметить посещаемость."
Please select the salary slips to email,"Пожалуйста, выберите расчетные листки для отправки по email"
"Please set ""Default Payroll Payable Account"" in Company Defaults","Пожалуйста, установите 'Счет расчетов по зарплате по умолчанию' в настройках компании по умолчанию"
Please set Basic and HRA component in Company {0},"Пожалуйста, установите компонент базовой зарплаты и надбавки за жилье в компании {0}"
Please set Earning Component for Leave type: {0},"Пожалуйста, установите компонент начисления для типа отпуска: {0}"
Please set Relieving Date for employee: {0},"Пожалуйста, установите дату увольнения для сотрудника: {0}"
Please set a Default Cash Account in Company defaults,"Пожалуйста, установите счет кассы по умолчанию в настройках компании по умолчанию"
Please set account in Salary Component {0},"Пожалуйста, установите счет в компоненте зарплаты {0}"
Please set the Appraisal Template for all the {0} or select the template in the Employees table below.,"Пожалуйста, установите шаблон оценки эффективности для всех {0} или выберите шаблон в таблице сотрудников ниже."
Please set the Holiday List.,"Пожалуйста, установите список праздников."
Please set the relieving date for employee {0},"Пожалуйста, установите дату увольнения для сотрудника {0}"
Please set {0} and {1} in {2}.,"Пожалуйста, установите {0} и {1} в {2}."
Please set {0} for Employee {1},"Пожалуйста, установите {0} для сотрудника {1}"
Please set {0} for the Employee: {1},"Пожалуйста, установите {0} для сотрудника: {1}"
Please set {0}.,"Пожалуйста, установите {0}."
Please specify the job applicant to be updated.,"Пожалуйста, укажите соискателя для обновления."
"Please specify {0} and {1} (if any), for the correct tax calculation in future salary slips.","Пожалуйста, укажите {0} и {1} (если есть) для правильного расчета налога в будущих расчетных листках."
Please submit the {0} before marking the cycle as Completed,"Пожалуйста, отправьте {0} перед отметкой цикла как завершенного"
Posted On,Опубликовано,
Posting date,Дата проводки,
Present Records,Записи о присутствии,
Principal Amount,Основная сумма,
Process Payroll Accounting Entry based on Employee,Обработать бухгалтерскую проводку по зарплате на основе сотрудника,
Process Requests,Обработать заявки,
Process Shift Requests,Обработать заявки на смены,
Process {0} Shift Request(s) as <b>{1}</b>?,Обработать {0} заявку(и) на смену как <b>{1}</b>?,
Processing Requests,Обработка заявок,
Processing Requests...,Обработка заявок...,
Processing of Shift Requests has been queued. It may take a few minutes,Обработка заявок на смены поставлена в очередь. Это может занять несколько минут,
Profit,Прибыль,
Publish Applications Received,Публиковать полученные заявки,
Publish Salary Range,Публиковать диапазон зарплаты,
Purpose & Amount,Цель и сумма,
Questionnaire Email Sent,Email с анкетой отправлен,
Quick Filters,Быстрые фильтры,
Quick Links,Быстрые ссылки,
Radius within which check-in is allowed (in meters),"Радиус, в пределах которого разрешена отметка прихода (в метрах)",
Rate Goals Manually,Оценивать цели вручную
Rating Criteria,Критерии оценки,
Ratings,Оценки,
Reason for Requesting,Причина запроса,
Reason for Withholding Salary,Причина удержания зарплаты,
Reason for skipping auto attendance:,Причина пропуска автоматической посещаемости:,
Recent Attendance Requests,Последние заявки на присутствие,
Recent Expenses,Последние расходы,
Recent Leaves,Последние отпуска,
Recent Shift Requests,Последние заявки на смены,
Recover Cost,Возместить стоимость,
Reference: {0},Ссылка: {0},
Referral Bonus Payment Status,Статус выплаты бонуса за рекомендацию,
Referral Details,Детали рекомендации,
Referrer Details,Детали рекомендателя,
Referrer Name,ФИО рекомендателя,
Reflections,Размышления,
Reject Employee Referral,Отклонить рекомендацию сотрудника,
Release Withheld Salaries,Выплатить удержанные зарплаты,
Released,Выплачено,
Relieving Date,Дата увольнения,
Relieving Date Missing,Отсутствует дата увольнения,
Reminders,Напоминания,
Remove if Zero Valued,Удалить если значение ноль,
Repay Unclaimed Amount from Salary,Погасить невостребованную сумму из зарплаты,
Repeat On Days,Повторять по дням,
Reports To,Подчиняется,
Request Attendance,Запросить присутствие,
Request a Leave,Запросить отпуск,
Request a Shift,Запросить смену,
Request an Advance,Запросить аванс,
Requested By,Запрошено,
Requested By (Name),Запрошено (ФИО),
Reschedule Interview,Перенести собеседование,
Restrict Backdated Leave Application,Ограничить заявление на отпуск задним числом,
Resume Link,Ссылка на резюме,
Resume link,Ссылка на резюме,
Retained,Удержан,
Retirement Age (In Years),Возраст выхода на пенсию (в годах),
Return amount cannot be greater than unclaimed amount,Сумма возврата не может быть больше невостребованной суммы,
Returned,Возвращено,
Review various other settings related to Employee Leaves and Expense Claim,"Просмотреть различные другие настройки, связанные с отпусками сотрудников и авансовыми отчетами",
Reviewer,Проверяющий,
Reviewer Name,ФИО проверяющего,
Revised CTC,Пересмотренная общая стоимость компенсации,
Roster,График,
Roster Color,Цвет графика,
Round Name,Название раунда,
Round off Work Experience,Округлить опыт работы,
Route to the custom Job Application Webform,Маршрут к пользовательской веб-форме заявки на работу,
Row #{0}: The {1} Component has the options {2} and {3} enabled.,Строка #{0}: Компонент {1} имеет включенные опции {2} и {3}.,
Row #{0}: Timesheet amount will overwrite the Earning component amount for the Salary Component {1},Строка #{0}: Сумма из табеля перезапишет сумму компонента начисления для компонента зарплаты {1},
Row No {0}: Amount cannot be greater than the Outstanding Amount against Expense Claim {1}. Outstanding Amount is {2},Строка № {0}: Сумма не может быть больше неоплаченной суммы по авансовому отчету {1}. Неоплаченная сумма составляет {2},
Row {0}# Paid Amount cannot be greater than Total amount,Строка {0}# Оплаченная сумма не может быть больше общей суммы,
Row {0}: Cost Center {1} does not belong to Company {2},Строка {0}: Центр затрат {1} не принадлежит компании {2},
Row {0}: From (Year) can not be greater than To (Year),Строка {0}: Год начала не может быть больше года окончания,
Row {0}: Goal Score cannot be greater than 5,Строка {0}: Оценка цели не может быть больше 5,
Row {0}: Paid amount {1} is greater than pending accrued amount {2} against loan {3},Строка {0}: Оплаченная сумма {1} больше ожидающей начисленной суммы {2} по займу {3},
Row {0}: {1},Строка {0}: {1},
Salary Component,Компонент зарплаты,
Salary Component for timesheet based payroll.,Компонент зарплаты для расчета на основе табеля.,
Salary Component {0} is currently not used in any Salary Structure.,Компонент зарплаты {0} в настоящее время не используется ни в одной структуре оплаты труда.,
Salary Currency,Валюта зарплаты,
Salary Expectation,Ожидаемая зарплата,
Salary Paid Per,Зарплата выплачивается за,
Salary Range,Диапазон зарплаты,
Salary Slip Leave,Отпуск в расчетном листке,
Salary Slip already exists for {0} for the given dates,Расчетный листок уже существует для {0} на указанные даты,
Salary Slip creation is queued. It may take a few minutes,Создание расчетного листка поставлено в очередь. Это может занять несколько минут,
Salary Slip submission is queued. It may take a few minutes,Отправка расчетного листка поставлена в очередь. Это может занять несколько минут,
Salary Slip {0} failed for Payroll Entry {1},Расчетный листок {0} не создан для записи расчета зарплаты {1},
Salary Slip {0} failed. You can resolve the {1} and retry {0}.,Расчетный листок {0} не создан. Вы можете решить проблему {1} и повторить {0}.,
Salary Slips,Расчетные листки,
"Salary Slips already exist for employees {}, and will not be processed by this payroll.","Расчетные листки уже существуют для сотрудников {}, и не будут обработаны в этом расчете зарплаты.",
Salary Slips submitted for period from {0} to {1},Расчетные листки отправлены за период с {0} по {1},
Salary Structure Assignment field,Поле назначения структуры оплаты труда,
Salary Structure must be submitted before submission of {0},Структура оплаты труда должна быть отправлена перед отправкой {0},
Salary Structure {0} does not belong to company {1},Структура оплаты труда {0} не принадлежит компании {1},
Salary Structures updated successfully,Структуры оплаты труда успешно обновлены,
Salary Withholding,Удержание зарплаты,
Salary Withholding Cycle,Цикл удержания зарплаты,
Salary Withholding {0} already exists for employee {1} for the selected period,Удержание зарплаты {0} уже существует для сотрудника {1} на выбранный период,
Salary breakup based on Earning and Deduction.,Разбивка зарплаты по начислениям и удержаниям.,
Salary components should be part of the Salary Structure.,Компоненты зарплаты должны быть частью структуры оплаты труда.,
Salary slip emails have been enqueued for sending. Check {0} for status.,Отправка расчетных листков по email поставлена в очередь. Проверьте {0} для статуса.,
Sanctioned Amount,Утвержденная сумма,
Scheduled On,Запланировано на,
Scores,Оценки,
Search for Jobs,Поиск вакансий,
Select Interview Round First,Сначала выберите раунд собеседования,
Select Interview first,Сначала выберите собеседование,
Select Payroll Frequency.,Выберите периодичность расчета зарплаты.,
Select Shift Requests,Выберите заявки на смены,
Select the Employee for which you want to allocate leaves.,"Выберите сотрудника, для которого вы хотите распределить отпуска.",
Select the Employee.,Выберите сотрудника.,
"Select the Leave Type like Sick leave, Privilege Leave, Casual Leave, etc.","Выберите тип отпуска, например, больничный, очередной отпуск, отпуск без сохранения зарплаты и т.д.",
Select the date after which this Leave Allocation will expire.,"Выберите дату, после которой это распределение отпуска истечет.",
Select the date from which this Leave Allocation will be valid.,"Выберите дату, с которой это распределение отпуска будет действительно.",
Select the end date for your Leave Application.,Выберите дату окончания для вашего заявления на отпуск.,
Select the start date for your Leave Application.,Выберите дату начала для вашего заявления на отпуск.,
Select this if you want shift assignments to be automatically created indefinitely.,"Выберите это, если вы хотите, чтобы назначения смен создавались автоматически бессрочно.",
"Select type of leave the employee wants to apply for, like Sick Leave, Privilege Leave, Casual Leave, etc.","Выберите тип отпуска, который сотрудник хочет запросить, например, больничный, очередной отпуск, отпуск без сохранения зарплаты и т.д.",
Select your Leave Approver i.e. the person who approves or rejects your leaves.,"Выберите утверждающего отпуска, т.е. человека, который утверждает или отклоняет ваши отпуска.",
Self Appraisal,Самооценка,
Self Appraisal Pending: {0},Ожидается самооценка: {0},
Self Appraisal Score,Балл самооценки,
Self Score,Собственная оценка,
Send Exit Questionnaire,Отправить анкету при увольнении,
Send Exit Questionnaires,Отправить анкеты при увольнении,
Send Interview Feedback Reminder,Отправить напоминание об отзыве о собеседовании,
Send Interview Reminder,Отправить напоминание о собеседовании,
Send Leave Notification,Отправить уведомление об отпуске,
Sending Failed due to missing email information for employee(s): {1},Отправка не удалась из-за отсутствия информации об email для сотрудника(ов): {1},
Sent Successfully: {0},Успешно отправлено: {0},
Separation Activities,Мероприятия по увольнению,
Separation Begins On,Увольнение начинается,
Service Expenses,Расходы на услуги,
"Set ""From(Year)"" and ""To(Year)"" to 0 for no upper and lower limit.","Установите ""Год начала"" и ""Год окончания"" в 0 для отсутствия верхнего и нижнего предела.",
Set Assignment Details,Установить детали назначения,
Set Attendance Details,Установить детали посещаемости,
Set Leave Details,Установить детали отпуска,
Set Relieving Date for Employee: {0},Установить дату увольнения для сотрудника: {0},
Set attendance details for the employees select above,Установить детали посещаемости для выбранных выше сотрудников,
Set filters to fetch employees,Установить фильтры для получения списка сотрудников,
Set opening balances for earnings and taxes from the previous employer,Установить начальные остатки по начислениям и налогам от предыдущего работодателя,
Set optional filters to fetch employees in the appraisee list,Установить дополнительные фильтры для получения списка оцениваемых сотрудников,
Set the frequency for holiday reminders,Установить частоту напоминаний о праздниках,
Set the properties that should be updated in the Employee master on promotion submission,"Установить свойства, которые должны быть обновлены в карточке сотрудника при отправке повышения",
Set the status to {0} if required.,Установить статус на {0} при необходимости.,
Set {0} for selected employees,Установить {0} для выбранных сотрудников,
Settings Missing,Отсутствуют настройки,
Settle against Advances,Погасить за счет авансов,
Settle all Payables and Receivables before submission,Погасить все кредиторские и дебиторские задолженности перед отправкой,
Shared with the user {0} with 'submit' permisions,Предоставлен доступ пользователю {0} с правами на отправку,
Shift Actual End Time,Фактическое время окончания смены,
Shift Actual Start Time,Фактическое время начала смены,
Shift Assignment Details,Детали назначения смены,
Shift Assignment Schedule,График назначения смен,
Shift Assignment Tool,Инструмент назначения смен,
Shift Attendance,Посещаемость смены,
Shift Details,Детали смены,
Shift End Time,Время окончания смены,
Shift Location,Место смены,
Shift Request Filters,Фильтры заявок на смены,
Shift Requests ending before this date will be excluded.,"Заявки на смены, заканчивающиеся до этой даты, будут исключены.",
Shift Requests starting after this date will be excluded.,"Заявки на смены, начинающиеся после этой даты, будут исключены.",
Shift Settings,Настройки смен,
Shift Start Time,Время начала смены,
Shift Timings,Время смен,
Shift has been successfully updated to {0}.,Смена успешно обновлена на {0}.,
Show Leave Balances in Salary Slip,Показывать остатки отпусков в расчетном листке,
Showing,Показано,
Single Assignment,Единичное назначение,
Skill Assessment,Оценка навыков,
Source and Rating,Источник и оценка,
Source and target shifts cannot be the same,Исходная и целевая смены не могут быть одинаковыми,
Staffing Details,Детали штатного расписания,
Standard Working Hours,Стандартные рабочие часы,
Start date: {0},Дата начала: {0},
Stop users from making Leave Applications on following days.,Запретить пользователям подавать заявления на отпуск в следующие дни.,
Submission Failed,Отправка не удалась,
Submission of {0} before {1} is not allowed,Отправка {0} до {1} не разрешена,
Submit Feedback,Отправить отзыв,
Submit Now,Отправить сейчас,
Submit this Leave Application to confirm.,Отправьте это заявление на отпуск для подтверждения.,
Subsidiary companies have already planned for {1} vacancies at a budget of {2}. Staffing Plan for {0} should allocate more vacancies and budget for {3} than planned for its subsidiary companies,Дочерние компании уже запланировали {1} вакансий с бюджетом {2}. План по персоналу для {0} должен выделить больше вакансий и бюджет для {3}, чем запланировано для его дочерних компаний,
Successfully created {0} for employees:,Успешно создано {0} для сотрудников:,
Successfully {0} {1} for the following employees:,Успешно {0} {1} для следующих сотрудников:,
Sum of all previous slabs,Сумма всех предыдущих ставок,
Sync {0},Синхронизировать {0},
Syntax error,Синтаксическая ошибка,
Syntax error in condition: {0} in Income Tax Slab,Синтаксическая ошибка в условии: {0} в налоговой ставке,
Take Exact Completed Years,Учитывать точные полные годы,
Tax Deducted Till Date,Налог удержан до даты,
Tax Exemption Declaration,Декларация о налоговых льготах,
Taxable Earnings Till Date,Налогооблагаемые начисления до даты,
Taxes & Charges,Налоги и сборы,
The currency of {0} should be same as the company's default currency. Please select another account.,"Валюта {0} должна совпадать с валютой компании по умолчанию. Пожалуйста, выберите другой счет.",
The date on which Salary Component with Amount will contribute for Earnings/Deduction in Salary Slip.,"Дата, на которую компонент зарплаты с суммой будет учитываться для начислений/удержаний в расчетном листке.",
The day of the month when leaves should be allocated,"День месяца, когда должны быть распределены отпуска",
The days between {0} to {1} are not valid holidays.,Дни между {0} и {1} не являются действительными праздниками.,
The fraction of Daily Salary per Leave should be between 0 and 1,Доля дневной зарплаты за отпуск должна быть между 0 и 1,
The metrics for this report are calculated based on the {0}. Please set {0} in {1}.,"Метрики для этого отчета рассчитываются на основе {0}. Пожалуйста, установите {0} в {1}.",
The metrics for this report are calculated based on {0}. Please set {0} in {1}.,"Метрики для этого отчета рассчитываются на основе {0}. Пожалуйста, установите {0} в {1}.",
The time after the shift start time when check-in is considered as late (in minutes).,"Время после начала смены, когда отметка прихода считается опозданием (в минутах).",
The time before the shift end time when check-out is considered as early (in minutes).,"Время до окончания смены, когда отметка ухода считается ранним уходом (в минутах).",
The time before the shift start time during which Employee Check-in is considered for attendance.,"Время до начала смены, в течение которого отметка прихода сотрудника учитывается для посещаемости.",
There is no Salary Structure assigned to {0}. First assign a Salary Stucture.,Нет назначенной структуры оплаты труда для {0}. Сначала назначьте структуру оплаты труда.,
There's no Employee with Salary Structure: {0}. Assign {1} to an Employee to preview Salary Slip,Нет сотрудника со структурой оплаты труда: {0}. Назначьте {1} сотруднику для предпросмотра расчетного листка,
"These leaves are holidays permitted by the company however, availing it is optional for an Employee.","Эти отпуска - это праздники, разрешенные компанией, однако их использование необязательно для сотрудника.",
This action will prevent making changes to the linked appraisal feedback/goals.,Это действие предотвратит внесение изменений в связанные отзывы/цели оценки эффективности.,
"This compensatory leave will be applicable from {0}.""",Этот компенсационный отпуск будет применим с {0}.,
This error can be due to invalid formula or condition.,Эта ошибка может быть вызвана неверной формулой или условием.,
This error can be due to invalid syntax.,Эта ошибка может быть вызвана неверным синтаксисом.,
This error can be due to missing or deleted field.,Эта ошибка может быть вызвана отсутствующим или удаленным полем.,
This field allows you to set the maximum number of consecutive leaves an Employee can apply for.,Это поле позволяет установить макси��альное количество последовательных отпусков, которые может запросить сотрудник.,
This field allows you to set the maximum number of leaves that can be allocated annually for this Leave Type while creating the Leave Policy,Это поле позволяет установить максимальное количество отпусков, которые могут быть распределены ежегодно для этого типа отпуска при создании политики отпусков,
This method is only meant for developer mode,Этот метод предназначен только для режима разработчика,
This will overwrite the tax component {0} in the salary slip and tax won't be calculated based on the Income Tax Slabs,Это перезапишет налоговый компонент {0} в расчетном листке, и налог не будет рассчитываться на основе налоговых ставок,
Time after the end of shift during which check-out is considered for attendance.,"Время после окончания смены, в течение которого отметка ухода учитывается для посещаемости.",
Time taken to fill the open positions,"Время, затраченное на заполнение открытых позиций"
Time to Fill,Время заполнения,
Timelines,Сроки,
Timesheet Details,Детали табеля,
"To allow his, enable {0} under {1}","Чтобы разрешить это, включите {0} в разделе {1}",
To apply for a Half Day check 'Half Day' and select the Half Day Date,"Чтобы оформить неполный день, отметьте 'Неполный день' и выберите дату",
To date can not be greater than employee's relieving date,Дата окончания не может быть позже даты увольнения сотрудника,
"To overwrite the salary component amount for a tax component, please enable {0}","Чтобы изменить сумму налогового компонента, включите {0}",
To(Year),До (год),
To(Year) year can not be less than From(year),Год окончания не может быть меньше года начала,
Today is {0}'s birthday 🎉,Сегодня день рождения у {0} 🎉,
Today {0} at our Company! 🎉,Сегодня {0} в нашей компании! 🎉,
Today {0} completed {1} year(s) at our Company! 🎉,Сегодня {0} исполнилось {1} год(а) работы в нашей компании! 🎉,
Total Allocated Leave(s),Всего выделено дней отпуска,
Total Amount cannot be zero,Общая сумма не может быть нулевой,
Total Asset Recovery Cost,Общая стоимость возврата активов,
Total Deduction (Company Currency),Общая сумма удержаний (в валюте компании),
Total Earnings,Общая сумма начислений,
Total Expense Amount,Общая сумма расходов,
Total Expense Claim (via Expense Claims),Общая сумма авансовых отчетов,
Total Goal Score,Общий балл по целям,
Total Gross Pay,Общая сумма начислений до вычетов,
Total Hours (T),Всего часов (T),
Total Income Tax,Общая сумма подоходного налога,
Total Leaves ({0}),Всего дней отпуска ({0}),
Total Net Pay,Общая сумма к выплате,
Total Non-Billed Hours,Всего неоплачиваемых часов,
Total Payable Amount,Общая сумма к оплате,
Total Payment,Общая сумма платежа,
Total Receivable Amount,Общая сумма к получению,
Total Resignations,Общее количество увольнений,
Total Self Score,Общий балл самооценки,
Total allocated leaves are more than maximum allocation allowed for {0} leave type for employee {1} in the period,Общее количество выделенных дней отпуска превышает максимально допустимое для типа отпуска {0} для сотрудника {1} в данном периоде,
Total allocated leaves {0} cannot be less than already approved leaves {1} for the period,Общее количество выделенных дней отпуска {0} не может быть меньше уже утвержденных дней {1} за период,
Total in words (Company Currency),Итого прописью (в валюте компании),
Total leaves allocated cannot exceed annual allocation of {0}.,Общее количество выделенных дней отпуска не может превышать годовой лимит {0}.,
Total percentage against cost centers should be 100,Общий процент по центрам затрат должен составлять 100,
Total salary booked against this component for this employee from the beginning of the year (payroll period or fiscal year) up to the current salary slip's end date.,Общая су��ма начислений по этому компоненту для данного сотрудника с начала года (расчетного или финансового) до даты окончания текущего расчетного периода.,
Total salary booked for this employee from the beginning of the month up to the current salary slip's end date.,Общая сумма начислений для данного сотрудника с начала месяца до даты окончания текущего расчетного периода.,
Total salary booked for this employee from the beginning of the year (payroll period or fiscal year) up to the current salary slip's end date.,Общая сумма начислений для данного сотрудника с начала года (расчетного или финансового) до даты окончания текущего расчетного периода.,
"Total weightage for all {0} must add up to 100. Currently, it is {1}%",Общий вес всех {0} должен составлять 100. В настоящее время он составляет {1}%,
Total working Days Per Year,Общее количество рабочих дней в году,
Transactions cannot be created for an Inactive Employee {0}.,Невозможно создать операции для неактивного сотрудника {0}.,
Unable to retrieve your location,Не удается определить ваше местоположение,
Unarchive,Разархивировать,
Unclaimed Amount,Невостребованная сумма,
Under Review,На рассмотрении,
Unlink Payment,Отвязать платеж,
Unlinked Attendance record from Employee Checkins: {},Отвязана запись посещаемости от отметок сотрудника: {},
Unlinked logs,Отвязанные записи,
Unsettled,Не урегулировано,
Unsettled Transactions,Неурегулированные операции,
Unsubmitted Appraisals,Неотправленные оценки эффективности,
Untracked Hours,Неучтенные часы,
Untracked Hours (U),Неучтенные часы (U),
Upcoming Holidays,Предстоящие праздники,
Upcoming Holidays Reminder,Напоминание о предстоящих праздниках,
Upcoming Shifts,Предстоящие смены,
Update Job Applicant,Обновить данные соискателя,
Update Progress,Обновить прогресс,
Update Salary Structures,Обновить структуры оплаты труда,
Update Status,Обновить статус,
Updated status from {0} to {1} for date {2} in the attendance record {3},Обновлен статус с {0} на {1} для даты {2} в записи посещаемости {3},
Updated the Job Applicant status to {0},Обновлен статус соискателя на {0},
Updated the status of Job Offer {0} for the linked Job Applicant {1} to {2},Обновлен статус предложения о работе {0} для связанного соискателя {1} на {2},
Updated the status of linked Job Applicant {0} to {1},Обновлен статус связанного соискателя {0} на {1},
Upload images or documents,Загрузить изображения или документы,
Upper Range,Верхний диапазон,
Used Leave(s),Использованные дни отпуска,
Vacancies fulfilled,Вакансии заполнены,
Vehicle Service Item,Пункт обслуживания транспортного средства,
View Goals,Просмотр целей,
View Leave History,Просмотр истории отпусков,
Violet,Фиолетовый,
WARNING: Loan Management module has been separated from ERPNext.,ВНИМАНИЕ: Модуль управления займами был отделен от ERPNext.,
Warning: Insufficient leave balance for Leave Type {0} in this allocation.,Предупреждение: Недостаточный остаток отпуска типа {0} в данном распределении.,
Warning: Insufficient leave balance for Leave Type {0}.,Предупреждение: Недостаточный остаток отпуска типа {0}.,
Warning: {0} already has an active Shift Assignment {1} for some/all of these dates.,Предупреждение: У {0} уже есть активное назначение смены {1} на некоторые/все эти даты.,
"When set to 'Inactive', employees with conflicting active shifts will not be excluded.","Если установлено значение 'Неактивно', сотрудники с конфликтующими активными сменами не будут исключены.",
Whereas allocation for Compensatory Leaves is automatically created or updated on submission of Compensatory Leave Request.,При этом распределение компенсационных отпусков автоматически создается или обновляется при подаче заявления на компенсационный отпуск.,
